PM2.5,PM10,CO,NO2,Temperature,Humidity,AQI
18,163,2.82,6,21.5,56.4,75
216,130,0.59,69,33.0,89.7,156
49,251,4.04,24,14.3,32.2,146
34,198,1.91,38,27.7,72.4,93
14,91,3.28,45,10.7,56.5,49
148,229,3.65,173,23.7,88.1,207
196,239,1.13,27,12.6,76.2,140
235,99,4.43,42,26.6,89.9,171
225,102,3.12,176,24.8,57.1,237
133,61,2.2,71,25.6,26.4,159
216,292,0.99,66,11.6,50.3,204
47,210,4.72,144,22.7,66.9,169
81,192,3.8,34,36.5,71.9,150
142,26,1.12,91,22.9,10.0,162
185,174,1.75,197,35.0,50.4,260
99,29,4.07,173,22.9,28.8,185
155,53,3.51,152,24.8,80.0,158
207,55,3.85,122,29.7,22.2,244
46,25,2.26,10,43.3,63.3,80
69,234,3.61,79,13.8,31.3,168
185,153,1.99,136,11.2,38.5,196
214,145,1.14,97,31.3,85.2,178
37,193,3.2,14,43.2,29.2,171
206,171,4.88,55,44.6,17.6,296
214,45,1.62,97,26.9,15.5,213
90,134,2.36,42,26.4,50.4,127
123,94,3.4,133,32.6,61.3,180
49,185,2.75,140,29.4,36.2,186
54,208,4.23,106,32.2,65.2,173
233,97,3.83,85,40.6,14.9,284
71,109,0.39,87,36.1,78.6,100
102,195,4.99,195,27.4,75.3,216
124,40,3.79,165,26.2,88.8,141
195,73,4.33,147,32.4,84.9,201
76,203,3.29,35,25.9,38.5,159
65,241,4.3,25,26.0,41.9,167
49,198,0.65,135,10.6,69.7,95
107,295,1.8,130,16.1,20.7,223
49,131,4.39,198,27.1,35.1,205
100,243,1.09,39,38.8,19.5,207
214,233,0.48,173,19.8,46.4,244
246,78,3.96,191,28.3,54.2,264
42,128,4.19,148,22.1,26.9,177
15,176,0.9,188,13.7,12.1,159
225,210,4.29,49,43.5,67.5,257
156,219,3.47,63,39.9,11.6,271
89,215,2.65,182,12.7,87.9,145
177,54,4.17,16,35.2,27.7,195
101,265,2.15,144,22.2,63.1,190
106,256,1.05,37,44.8,44.8,199
68,123,1.5,181,20.6,14.8,184
68,26,2.58,25,18.4,47.8,66
57,20,2.7,64,29.9,51.3,95
178,238,4.05,56,39.2,78.4,223
22,249,3.98,186,16.7,68.6,164
116,191,2.95,171,34.8,16.3,266
54,106,3.93,181,12.1,26.7,168
98,60,1.04,127,42.2,35.0,177
190,142,0.35,110,12.8,19.3,191
179,197,4.38,196,42.0,46.6,308
109,82,0.47,104,27.2,88.7,91
200,184,1.31,158,25.7,51.2,231
164,206,3.51,75,44.1,69.4,227
175,228,2.11,139,44.7,64.6,257
197,246,4.39,66,32.8,78.0,230
16,67,1.56,92,14.4,27.3,82
142,243,0.16,28,27.7,70.3,141
244,22,1.57,44,28.5,80.5,138
54,194,2.93,80,28.0,23.7,178
67,118,1.94,179,29.9,37.7,182
40,135,2.72,140,10.7,87.6,77
32,289,4.4,186,34.9,72.5,218
179,272,4.57,13,34.9,32.6,259
147,114,1.4,7,14.0,55.1,97
169,292,2.36,186,30.0,42.3,287
116,43,2.79,25,29.9,49.2,119
190,135,4.75,99,33.9,38.4,251
167,170,4.99,180,13.0,32.3,250
48,69,1.25,179,31.9,64.0,128
168,225,3.66,195,19.8,72.3,233
91,98,1.95,20,27.7,79.9,77
109,89,0.14,111,37.1,22.4,178
11,46,0.15,97,34.7,75.8,53
215,290,2.36,137,14.2,30.4,270
86,69,2.49,143,30.7,44.2,163
230,266,0.21,161,43.9,82.1,267
21,283,3.47,83,15.5,46.4,147
48,98,1.54,74,39.9,25.8,152
203,209,2.84,52,34.6,22.8,259
233,66,1.57,19,37.1,47.8,186
22,208,0.92,38,19.9,71.0,66
55,275,2.1,64,20.1,89.8,107
164,241,1.24,194,41.7,73.0,254
122,260,2.72,6,22.6,80.2,133
242,288,1.07,84,12.2,69.8,206
26,20,2.59,23,31.0,81.6,34
113,53,0.87,53,14.4,16.1,115
232,98,3.39,82,37.9,84.4,203
107,255,3.79,32,32.5,41.7,204
197,117,0.64,52,40.6,83.7,158
201,101,2.39,100,37.5,16.1,253
97,211,0.45,169,13.9,67.2,144
118,272,3.03,181,23.3,68.9,220
172,57,1.4,113,37.1,89.8,146
249,33,2.69,180,24.6,71.5,211
79,228,2.64,77,44.0,40.6,212
220,108,4.63,104,35.8,54.6,247
167,75,2.79,33,10.5,39.3,128
208,113,2.96,192,40.8,25.7,300
83,112,2.07,161,13.5,29.9,157
242,104,4.75,62,14.9,27.8,226
233,264,3.91,52,35.7,53.9,273
235,41,1.5,27,40.3,82.5,153
72,291,4.24,31,28.8,83.0,152
165,141,2.22,11,20.1,14.4,177
69,147,4.16,53,22.3,16.4,169
88,132,4.13,186,22.0,29.6,213
231,292,1.03,113,21.4,30.4,271
46,149,3.54,72,18.5,17.6,151
230,151,1.52,174,31.3,41.1,266
31,104,1.56,191,41.5,57.0,164
205,100,1.55,176,20.7,56.3,203
157,88,3.66,158,16.5,53.5,184
105,167,1.23,155,39.4,37.1,218
237,35,0.1,77,36.0,66.5,166
77,124,3.6,105,42.6,76.1,162
228,184,0.94,12,15.8,37.7,177
201,220,0.61,57,15.0,16.8,208
26,216,1.26,146,29.0,33.7,173
21,204,1.96,139,31.5,21.0,188
159,284,2.43,141,26.8,47.4,251
154,119,0.32,7,31.0,22.5,158
147,233,4.86,82,16.3,47.0,210
127,297,3.61,149,26.8,27.7,274
202,181,1.68,176,33.0,69.1,239
31,176,1.66,90,25.1,12.2,158
227,270,2.3,50,33.8,54.4,250
129,116,3.17,94,25.8,23.6,196
219,37,0.82,190,21.7,10.1,238
59,116,1.03,160,20.6,79.5,100
23,20,4.31,146,24.4,63.7,104
201,235,1.36,13,10.8,17.9,193
184,151,1.96,119,33.4,63.1,208
38,279,4.37,158,39.6,58.9,229
213,144,3.35,134,22.4,47.9,233
173,101,1.77,79,11.6,43.5,145
236,190,3.45,85,44.5,81.0,251
189,78,0.2,132,19.2,29.6,181
134,51,3.7,38,14.4,41.9,121
213,180,2.49,151,22.9,36.3,255
16,125,4.08,43,35.8,71.7,103
38,124,4.78,17,20.3,83.3,68
148,247,4.64,137,30.1,78.0,231
42,207,4.56,54,24.5,73.8,125
143,89,2.61,27,14.1,88.9,74
120,106,1.86,126,21.6,65.8,138
88,75,2.38,124,35.4,70.1,140
169,132,3.48,92,31.4,88.6,169
188,32,4.43,161,14.2,10.6,230
212,37,1.11,116,15.7,60.7,145
67,201,4.6,115,32.4,69.1,181
224,132,4.09,76,38.5,83.4,216
35,248,4.9,158,22.2,80.7,167
235,190,4.41,61,30.8,77.4,227
183,208,1.47,5,16.0,85.7,116
235,98,0.62,160,20.9,53.0,205
38,165,0.65,117,10.7,10.6,132
13,201,1.53,66,36.9,10.9,171
218,269,3.11,51,24.0,53.6,235
108,215,4.04,82,38.6,44.8,224
150,90,4.51,110,34.8,46.1,214
242,267,3.16,191,39.0,42.0,345
48,165,0.13,163,20.0,83.4,96
24,125,1.01,130,16.5,38.7,105
128,282,0.59,181,44.0,78.5,236
38,89,1.88,9,35.1,82.2,56
166,212,2.56,35,39.2,50.0,214
84,87,0.31,41,10.5,45.8,62
125,71,1.81,83,22.4,70.9,109
41,28,0.98,147,36.0,66.6,102
139,270,3.27,56,12.7,36.3,194
184,203,2.37,143,29.9,18.2,275
215,198,2.53,47,25.0,31.2,229
93,217,2.2,155,10.6,20.5,196
31,147,4.78,44,18.3,33.6,128
212,39,1.15,67,20.0,30.9,165
36,84,2.63,134,13.9,61.0,89
204,201,3.71,91,32.1,86.4,213
90,260,2.83,77,18.5,64.9,154
135,43,4.65,179,19.7,84.1,153
245,102,1.95,108,41.4,72.7,225
193,204,2.37,162,26.3,68.2,230
101,118,0.53,20,23.7,43.1,103
230,81,3.08,63,35.3,36.0,229
30,41,1.51,51,41.8,77.7,68
56,231,0.89,120,10.9,82.4,93
217,145,2.77,162,25.7,46.2,249
110,61,2.71,113,31.4,10.7,197
196,117,0.47,13,21.1,73.4,111
93,50,3.52,69,37.0,32.8,165
15,177,3.16,63,44.0,10.8,194
156,131,1.03,106,43.0,74.4,181
194,266,2.4,196,19.3,51.4,266
206,141,3.63,140,17.9,64.8,208
140,292,2.69,127,43.5,83.2,239
10,226,2.04,184,26.1,53.3,165
67,129,1.68,150,17.3,50.3,133
133,297,3.09,95,34.7,33.3,260
175,75,4.7,100,20.0,34.4,202
24,76,3.39,62,19.4,73.7,58
171,133,0.47,181,40.8,45.9,238
198,217,2.36,36,15.7,23.1,210
172,198,4.47,52,12.3,17.6,217
73,238,0.56,49,19.4,47.8,124
34,296,4.95,186,31.2,47.2,244
33,35,4.75,104,14.3,62.3,82
21,80,0.48,104,26.5,47.7,86
27,73,4.67,50,32.0,21.5,144
24,187,1.88,163,39.7,50.6,180
245,45,4.24,169,18.0,82.5,199
217,84,2.15,148,38.6,22.8,268
36,119,2.26,178,18.2,65.2,118
81,93,3.21,130,33.7,57.5,162
69,211,3.89,50,25.1,69.9,136
183,190,0.27,125,14.0,22.0,207
226,292,3.01,92,35.0,85.3,252
154,206,1.01,65,17.6,59.7,150
102,42,1.8,50,16.2,77.8,56
62,200,1.81,183,22.5,29.7,197
17,127,2.4,194,32.9,69.2,144
88,181,1.74,167,18.2,72.5,146
36,225,0.63,85,16.4,41.8,116
183,97,0.81,174,10.3,40.7,178
59,35,0.26,49,26.5,62.6,52
208,115,2.4,122,25.0,17.5,243
140,166,4.78,51,18.2,68.8,155
102,21,0.67,162,11.9,13.4,139
201,29,4.74,156,25.0,25.2,243
181,144,3.69,198,37.6,63.1,261
190,100,3.22,175,35.0,17.9,279
33,159,3.26,166,40.1,87.7,155
69,169,4.15,27,10.3,79.5,78
131,148,0.62,65,43.8,60.1,169
140,258,2.57,169,21.9,75.5,209
157,77,3.52,17,44.7,81.0,152
55,217,2.98,11,18.8,30.8,133
24,230,4.18,174,26.5,78.0,167
162,64,0.45,170,22.4,25.6,191
231,116,3.48,184,22.5,43.1,260
215,298,2.72,176,39.5,54.7,318
208,42,1.96,196,36.1,67.1,219
26,63,1.77,145,44.7,12.4,184
135,46,3.14,32,31.5,33.2,155
245,116,4.47,100,26.2,58.7,235
93,55,2.53,111,13.2,38.6,120
237,128,4.14,102,44.9,72.0,256
18,74,2.07,116,29.3,62.1,94
175,211,0.6,5,34.5,28.8,199
185,238,0.4,47,24.2,21.7,213
197,204,0.35,46,29.2,60.3,179
72,88,1.96,99,43.0,46.0,161
223,149,1.75,182,15.8,23.5,254
126,74,3.62,192,20.2,36.1,202
139,116,3.74,133,15.3,34.2,191
97,106,0.35,55,37.7,18.7,162
81,138,1.18,148,12.2,53.8,123
148,227,1.44,171,12.9,71.1,179
73,173,2.78,19,20.4,56.0,108
214,54,0.81,129,28.0,76.1,162
218,98,0.76,165,24.2,20.2,240
81,86,4.72,91,11.6,44.8,128
30,53,4.04,57,43.5,58.8,122
27,116,0.99,149,43.4,64.1,140
231,188,2.09,93,19.8,65.7,203
73,188,1.84,110,35.6,68.3,158
91,170,3.98,10,30.3,62.1,138
119,90,2.6,35,18.3,17.5,145
248,22,0.73,44,19.2,65.6,128
104,51,3.72,162,27.2,68.0,155
175,101,2.04,73,24.7,89.5,127
41,62,1.39,139,20.2,65.5,83
20,124,1.94,17,38.3,64.9,85
54,20,2.54,8,26.9,51.2,64
226,80,1.78,182,32.9,79.4,214
42,289,1.29,7,16.6,89.7,66
111,199,2.05,144,28.7,72.3,178
178,243,0.19,69,21.1,59.0,174
145,25,3.89,31,28.4,16.3,171
20,122,0.94,111,37.3,68.1,106
223,29,0.32,54,36.9,66.7,152
188,90,3.3,21,22.4,72.0,135
97,109,3.89,36,34.3,20.0,183
50,245,4.09,183,42.9,62.3,236
154,177,2.52,21,31.9,33.7,193
85,247,1.11,38,15.2,70.8,102
130,145,3.71,39,33.8,29.2,199
55,228,3.53,156,13.7,64.7,156
169,116,1.31,186,40.5,33.6,254
216,93,4.53,150,28.1,10.7,286
89,134,0.61,54,23.5,60.7,98
63,210,4.92,178,12.0,19.1,219
95,189,4.32,180,23.3,62.7,203
101,223,3.47,107,41.6,84.0,194
157,75,4.7,37,10.7,87.5,96
170,227,3.64,93,26.6,28.9,250
211,60,1.03,159,42.6,74.7,207
177,51,2.27,133,23.8,38.3,189
169,34,0.45,89,25.0,82.0,102
106,81,2.01,63,30.2,73.0,110
11,174,3.73,14,26.2,15.9,137
234,228,1.99,157,15.9,42.6,257
42,206,1.72,61,10.6,37.0,108
242,149,3.02,70,31.3,72.8,213
214,146,4.37,123,42.2,42.8,285
167,133,0.33,116,13.7,64.8,135
170,218,1.99,19,17.4,58.2,154
86,32,0.88,160,23.0,88.1,83
125,290,3.51,17,38.3,85.0,183
163,108,0.62,118,19.4,44.2,161
159,234,3.36,122,40.9,67.9,245
112,297,1.5,146,11.9,76.4,165
203,222,1.07,118,42.9,81.9,229
175,93,4.69,198,29.6,15.5,285
112,44,0.19,38,33.1,34.2,118
99,120,2.25,105,22.9,35.6,160
183,195,0.21,29,37.4,44.8,193
131,136,2.47,116,15.8,23.5,185
152,185,2.56,58,11.7,49.7,154
235,60,1.68,16,23.8,63.1,143
115,139,0.75,130,39.9,49.8,188
128,116,1.94,141,36.4,63.3,184
181,164,3.39,35,28.1,15.3,228
58,235,3.93,82,30.0,80.1,151
113,248,2.7,57,14.5,85.1,124
212,149,2.99,116,39.4,59.4,246
70,156,1.08,47,37.5,80.5,105
204,292,1.51,170,33.0,20.5,318
132,136,0.89,46,26.3,73.8,112
143,113,1.32,128,43.8,19.5,237
18,187,1.2,180,40.8,42.6,188
15,222,2.65,71,32.6,35.9,158
82,168,2.86,70,23.0,56.8,137
112,202,4.73,148,31.6,34.1,252
232,171,1.06,87,30.1,61.0,211
169,93,3.24,98,23.8,39.4,192
50,293,4.1,109,20.7,78.9,159
123,61,2.85,148,24.2,60.7,155
213,231,1.35,35,30.1,27.2,236
17,120,1.39,122,25.0,36.9,120
81,64,0.29,190,19.2,77.8,99
187,101,1.6,32,36.6,40.9,184
101,36,3.75,8,28.6,52.9,106
71,92,0.33,142,12.4,61.9,86
93,33,1.17,183,22.9,37.8,149
71,176,3.56,22,41.0,33.5,181
120,242,3.93,51,36.4,48.0,217
136,151,2.33,164,21.3,27.2,217
16,66,3.52,162,42.8,32.7,180
212,126,2.0,168,12.7,15.0,241
93,127,0.88,13,43.6,34.3,151
217,284,2.05,168,18.6,35.7,282
141,224,2.94,33,10.3,86.9,113
143,98,4.75,148,25.2,57.2,200
67,174,0.44,96,22.6,73.0,100
31,290,2.59,153,28.9,13.6,233
163,266,1.71,68,37.9,18.5,262
136,38,2.59,115,39.5,75.2,155
12,45,0.22,198,24.0,59.9,89
136,236,1.63,128,25.0,25.3,231
50,173,4.12,191,15.2,42.4,182
197,173,2.81,114,11.7,53.1,194
115,193,2.31,122,32.4,77.5,174
23,111,1.5,160,12.3,14.8,133
212,200,1.56,187,35.7,57.7,270
219,150,1.98,104,28.9,67.4,206
21,294,4.19,35,17.0,88.2,100
96,292,4.84,165,28.9,74.6,233
21,95,2.25,192,16.4,32.1,139
150,196,2.03,173,25.4,66.8,207
34,203,4.25,85,38.0,71.1,159
54,150,2.19,50,26.2,68.4,97
131,68,2.8,53,15.2,75.6,89
156,74,1.23,197,35.3,82.3,179
64,173,3.74,46,16.5,17.9,154
247,219,2.71,155,35.8,18.4,331
109,137,4.06,116,26.8,73.7,162
182,282,3.93,31,25.9,30.2,248
145,65,1.15,164,39.8,14.7,234
230,208,3.61,92,34.8,42.1,277
128,148,4.02,125,11.2,75.6,145
62,68,1.8,7,20.4,20.1,92
192,44,0.95,64,40.5,63.7,161
41,285,0.11,83,10.6,10.3,151
60,137,2.31,149,29.1,18.8,193
53,163,1.83,36,35.5,38.1,141
91,219,2.82,11,31.8,16.7,190
207,176,1.02,75,36.6,77.7,192
155,153,4.31,132,35.4,79.1,211
220,167,1.36,62,34.2,70.4,196
159,90,1.21,172,38.8,29.4,235
46,252,2.46,116,32.6,51.9,182
105,173,2.54,52,24.1,24.7,174
65,109,1.15,183,26.5,32.5,170
114,218,1.43,189,35.1,51.3,231
68,180,0.93,115,40.7,68.8,155
140,45,3.62,75,19.5,17.6,171
165,140,3.87,169,22.0,33.7,241
211,231,2.37,79,42.6,84.1,231
44,82,3.6,78,30.2,44.3,129
198,87,3.71,125,16.3,85.1,159
102,272,0.78,59,33.2,89.3,141
191,21,4.83,45,44.7,52.1,205
200,127,4.12,101,38.8,33.0,264
216,68,1.1,152,36.1,73.3,199
106,159,1.01,37,17.3,22.7,137
144,237,0.72,172,40.7,30.2,270
85,63,0.78,38,28.4,72.8,68
58,288,3.77,66,41.1,44.7,217
103,97,2.4,23,21.5,26.1,130
222,235,3.94,175,12.2,62.1,253
168,117,3.76,195,26.7,68.6,219
195,255,3.06,14,19.4,20.0,229
198,168,3.46,124,35.0,32.2,271
33,85,0.19,127,43.5,27.7,154
157,253,1.63,108,34.2,40.4,241
46,106,3.23,145,41.0,71.1,156
13,98,0.15,9,25.9,67.1,25
229,224,0.26,62,37.0,63.0,220
117,298,4.27,63,39.5,10.5,284
135,273,3.45,132,34.9,21.4,285
29,149,1.4,191,27.8,27.9,177
197,103,3.47,90,31.9,31.8,232
161,295,3.98,108,34.5,21.7,299
59,206,1.6,147,18.9,42.8,161
186,65,0.28,133,38.3,16.0,229
188,202,4.67,42,43.3,70.0,234
105,287,1.79,111,26.3,73.0,180
114,119,0.62,113,34.5,55.9,157
173,97,2.51,57,35.8,17.2,217
126,291,3.87,56,33.2,81.2,196
107,181,1.19,5,29.1,87.3,92
237,63,1.42,15,40.9,26.2,213
75,257,1.29,62,25.7,66.4,137
88,153,4.96,132,12.1,77.4,139
171,211,1.07,172,39.6,53.2,254
173,297,2.92,192,33.6,35.9,312
15,37,4.63,48,39.7,48.3,115
48,31,0.82,10,14.8,51.0,24
179,199,4.86,160,11.1,42.1,241
124,142,4.74,163,42.7,84.4,218
195,265,4.43,12,15.2,69.5,187
134,241,1.15,9,38.3,29.3,201
21,70,3.21,110,38.8,56.8,128
140,90,3.83,186,34.8,65.1,214
246,67,4.93,116,14.6,21.2,246
27,38,0.98,21,33.4,38.7,71
49,281,3.85,170,41.1,82.4,215
30,103,1.76,13,24.9,55.4,63
152,174,0.96,82,24.5,27.4,192
234,72,2.16,18,25.5,19.8,198
108,126,3.99,158,12.9,51.5,169
35,154,2.38,117,41.2,53.8,162
17,88,2.73,194,40.4,36.8,183
109,30,4.98,95,44.9,60.4,180
249,162,2.06,29,30.5,15.5,250
231,211,3.12,168,36.3,21.6,328
96,88,1.89,102,17.1,53.7,114
51,42,2.02,165,33.4,14.9,176
181,200,3.51,7,32.7,80.5,173
23,28,4.7,143,41.5,21.4,185
87,290,2.76,116,39.1,63.9,218
11,112,3.87,190,42.8,41.3,198
128,36,0.54,196,40.4,42.0,197
46,173,1.13,150,40.4,71.2,155
78,168,2.56,51,12.2,50.0,109
175,286,0.2,176,39.6,68.1,256
246,125,1.34,191,31.3,50.4,262
50,54,2.64,54,23.3,57.4,78
71,138,0.17,161,12.0,70.9,96
69,33,1.4,128,33.7,58.6,118
134,33,2.62,94,21.5,59.2,124
120,285,2.91,71,26.4,73.1,182
23,159,4.64,6,33.9,85.9,89
240,138,3.26,157,41.9,40.1,300
226,257,2.13,151,38.9,56.2,293
93,53,4.66,172,25.8,16.9,212
139,188,3.95,6,23.6,38.7,176
240,29,1.08,69,18.4,43.0,160
79,141,0.74,194,23.0,76.8,136
154,164,3.41,95,13.9,51.1,175
132,242,2.84,186,44.0,68.5,260
98,276,3.97,177,30.1,11.5,291
37,287,3.72,120,14.5,47.2,171
75,23,3.16,53,22.3,82.1,59
172,125,4.93,73,29.1,27.9,232
238,104,2.71,170,28.7,12.5,290
14,233,0.65,136,11.2,44.7,115
202,140,4.16,149,43.3,66.4,264
177,151,1.33,130,19.6,46.4,191
213,216,3.91,185,10.6,46.8,258
193,38,4.79,57,12.7,63.6,140
173,149,3.51,116,30.3,30.4,242
54,31,3.02,163,14.8,70.2,91
160,100,2.36,154,11.5,22.2,196
56,281,1.89,143,23.3,41.7,193
40,144,1.83,166,31.8,62.5,149
148,286,3.22,117,13.9,76.3,190
19,159,3.78,147,21.0,73.3,122
204,21,3.42,118,24.6,67.7,171
127,27,1.07,142,15.6,38.7,131
23,269,2.52,185,27.7,19.8,227
89,158,3.98,52,13.0,27.3,151
211,143,2.43,35,11.6,79.2,130
102,247,2.73,41,28.2,78.6,146
19,29,3.88,112,18.7,86.1,53
85,231,3.34,32,13.3,16.1,168
103,131,2.11,163,24.8,52.9,173
114,27,4.49,74,42.0,61.9,161
10,272,0.9,18,35.3,66.9,106
142,33,4.98,126,38.5,61.5,196
29,259,0.68,20,40.5,71.6,116
17,261,0.17,29,44.0,38.8,149
180,168,4.46,171,36.7,24.4,302
213,255,1.3,70,31.3,26.4,260
10,186,3.68,42,22.8,11.0,149
66,39,4.07,173,16.4,38.0,149
73,235,4.31,107,34.0,17.3,243
127,154,4.96,102,44.8,35.7,254
221,148,1.54,119,26.4,60.3,210
37,265,3.58,44,35.3,81.6,140
130,208,0.67,68,27.3,77.2,138
116,63,2.09,93,25.1,30.2,155
174,105,4.26,104,24.4,20.7,230
184,63,1.9,148,27.7,25.4,219
238,164,3.0,86,22.8,87.7,190
213,70,2.57,81,36.2,54.0,204
174,261,3.27,63,40.6,24.6,279
58,70,4.87,95,40.9,77.3,141
129,285,0.37,102,18.0,41.6,188
53,139,2.91,143,41.4,81.9,155
65,219,4.33,5,22.0,30.9,156
165,267,2.46,17,20.8,41.5,194
120,89,0.48,34,35.4,50.4,125
216,76,2.85,22,20.7,81.4,128
143,58,1.73,82,11.9,79.5,83
117,37,0.86,145,23.1,55.9,126
198,239,4.26,36,35.3,27.7,270
157,263,2.66,75,21.4,42.3,214
123,93,4.67,54,32.0,88.1,133
87,129,4.05,120,33.1,58.6,178
139,199,3.5,117,35.7,72.5,209
210,51,0.12,84,41.4,46.0,191
46,253,2.2,35,25.1,52.6,132
29,44,1.07,55,15.8,44.3,47
35,298,4.56,159,21.2,66.2,192
38,245,0.96,64,25.1,78.1,99
10,76,1.5,37,35.0,50.6,77
128,199,2.63,185,10.5,48.5,196
44,251,1.39,131,21.1,37.2,168
207,83,1.13,165,37.3,24.2,256
238,251,3.04,130,33.5,85.1,258
68,232,0.54,45,35.6,35.3,162
78,277,0.39,23,38.4,74.1,137
170,37,1.92,45,37.4,67.2,140
188,194,3.63,89,33.9,73.3,218
215,248,2.82,93,25.4,84.9,213
21,245,2.17,46,44.4,59.9,153
243,103,2.87,124,29.9,81.8,208
29,265,1.89,27,17.1,23.4,134
190,129,4.69,37,20.2,60.1,175
225,273,0.37,24,34.3,71.8,204
52,107,3.4,157,42.4,31.7,208
135,91,4.47,94,16.3,69.3,140
235,49,4.04,108,12.9,72.3,169
226,191,1.0,184,40.9,76.5,259
59,196,1.55,16,42.0,35.0,159
38,158,3.61,164,19.7,64.5,143
194,213,0.51,165,23.2,34.3,244
48,205,4.08,147,33.1,69.1,182
232,237,3.62,55,21.5,47.0,241
193,183,3.68,10,40.7,57.8,215
248,180,0.59,95,13.8,43.3,206
180,32,3.62,73,11.3,23.0,164
187,108,3.43,167,17.3,24.2,237
160,61,4.17,127,20.0,16.2,214
181,229,0.3,166,14.0,59.4,197
47,248,0.21,195,12.3,77.9,124
93,294,1.93,150,36.4,11.7,275
160,298,0.83,119,15.7,15.3,241
137,270,2.84,158,42.0,46.6,278
135,227,4.6,115,22.9,69.0,204
54,159,2.02,65,33.5,22.6,165
61,299,4.24,111,17.9,31.7,211
89,53,0.1,82,18.4,28.6,102
187,37,0.93,99,30.1,41.9,171
243,76,0.25,78,29.6,28.0,209
133,131,1.71,52,36.9,38.2,179
128,24,4.55,100,36.5,68.3,161
17,201,0.58,35,33.5,58.9,96
94,32,3.07,38,25.7,16.5,137
138,278,2.31,91,41.2,61.0,233
17,109,4.7,139,31.8,48.2,159
166,123,0.7,87,44.7,84.8,166
105,205,1.14,139,38.7,33.1,225
111,269,0.24,51,11.6,68.1,114
14,274,2.23,140,21.2,68.5,141
248,95,1.46,133,30.0,27.7,252
95,127,4.36,129,35.3,82.3,169
184,175,3.06,81,29.3,49.3,216
43,101,3.11,7,37.5,64.3,96
202,96,2.71,185,19.9,21.7,249
64,277,0.55,96,16.4,30.6,161
128,146,2.28,170,11.9,56.9,165
227,107,5.0,183,30.1,35.5,293
180,223,4.19,147,34.1,50.0,275
211,35,4.48,104,21.4,39.9,205
167,170,4.13,131,31.5,61.2,230
123,273,0.6,199,11.8,49.0,203
219,207,1.21,196,13.5,10.4,278
154,51,0.12,72,34.6,62.0,129
35,290,1.59,137,22.9,43.8,177
145,24,0.63,94,33.5,37.3,153
56,188,2.42,93,39.1,17.5,206
241,200,3.42,14,39.8,27.6,272
122,197,4.39,12,16.0,27.9,172
85,162,3.77,16,27.0,84.8,104
228,267,4.7,68,35.7,44.6,295
81,146,0.36,122,37.1,13.4,197
98,282,0.16,63,37.5,21.1,214
55,59,3.34,199,18.0,16.3,177
205,274,1.52,54,16.7,57.1,197
42,162,1.34,155,30.7,24.9,181
10,259,1.72,44,35.9,49.9,139
156,247,1.42,126,21.2,39.6,219
40,217,2.61,101,13.7,74.3,104
217,84,2.26,131,35.1,35.6,243
151,30,2.61,91,20.5,46.7,141
62,127,3.4,81,15.8,67.7,99
57,45,2.0,125,15.2,44.7,97
78,170,1.33,150,21.0,73.5,131
114,240,0.91,153,30.7,62.9,197
99,256,1.81,115,22.5,42.8,192
199,256,3.73,133,10.7,50.3,237
229,238,3.81,170,13.4,87.4,231
203,170,3.37,45,20.2,62.9,181
201,142,1.25,174,33.1,82.4,208
207,163,2.98,141,13.4,24.3,241
72,208,2.9,27,29.6,48.7,148
82,274,2.47,82,14.2,82.7,126
170,87,2.79,15,17.4,35.8,144
178,123,2.51,75,16.0,87.4,125
98,178,2.87,163,12.4,17.8,203
185,109,3.61,30,33.5,82.2,158
22,275,0.64,34,26.2,45.6,120
82,239,3.77,166,39.1,15.9,279
86,28,0.77,178,13.5,80.4,76
168,31,0.43,106,15.1,30.2,140
242,263,4.88,73,20.7,11.8,307
212,201,4.79,137,36.8,20.9,321
77,118,0.4,193,20.7,62.7,133
107,216,2.27,170,24.3,88.2,169
134,245,1.01,160,20.6,18.9,236
111,122,2.48,158,12.8,47.0,158
247,125,4.17,65,42.9,24.5,290
141,77,4.76,110,29.2,69.6,174
111,97,3.21,27,37.6,19.4,183
28,94,1.83,178,33.0,29.2,168
207,61,3.06,117,28.0,25.7,229
235,200,1.63,34,13.1,54.2,179
91,52,4.56,71,32.5,79.9,120
150,90,4.36,165,15.4,50.9,191
242,75,2.84,135,24.5,14.7,260
32,124,1.69,125,32.0,55.1,129
92,219,1.54,87,37.4,73.8,162
118,120,0.26,174,34.0,20.6,214
84,275,4.1,66,33.5,15.8,243
138,93,2.31,190,15.2,25.0,201
97,190,1.69,61,22.1,69.7,121
63,162,2.41,5,11.5,57.3,71
208,185,4.11,106,35.2,53.2,260
98,280,0.71,192,43.3,30.0,273
222,240,4.3,73,19.2,36.6,257
152,102,4.5,63,13.1,87.3,115
74,201,4.74,50,26.6,29.3,188
85,29,2.05,110,40.0,82.1,113
208,23,1.16,38,29.3,56.4,139
152,234,1.93,105,11.6,19.9,210
158,117,1.73,101,44.1,47.4,212
156,120,0.96,157,39.0,85.9,178
69,28,3.08,174,14.6,43.5,129
102,80,2.44,33,42.3,79.1,118
226,165,4.34,157,25.8,30.5,289
170,82,0.26,186,23.0,55.7,176
58,140,3.25,127,26.1,77.5,129
233,245,3.84,77,39.2,83.7,253
44,124,3.82,199,33.1,48.9,194
181,279,4.44,147,12.1,61.2,240
111,274,3.67,8,43.5,10.2,254
